id,f_00,f_01,f_02,f_03,f_04,f_05,f_06,f_07,f_08,f_09,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,target
1,-4.041283103604457,-0.35481618994462105,-0.9518606853554513,-2.393770639721076,1.8023906875072284,-3.6627370138605357,1.7298448644061586,-4.439944842256732,2.776281849640368,2.4609810957864844,2.9589072807320798,0.8571029108952783,0.09536507750462364,-1.3977863332779539,-0.14357325134822696,-1.5621954706886831,-2.781233916942046,1.365867842739957,-1.2456201299954697,-0.8071791891814,1.0390233414776828,-2.4373062653584645,2.3453494224330105,4.685525177780448,-1.8833493152673644,0.7764465490816955,1.9601277280423153,2.4015873254096407,2.410163090544366,-1.8333551077363286,1.4919126422489721,0.6751518882505062,-0.4854282046883853,-1.0422468251199284,-3.4565110650765947,1.3105595937127739,-2.3966388212381444,-1.4983274368617252,7.744100254198387,-4.287857079801055,-3.4944220075268237,6.113401930871027,3.498289990082772,0.6719750958689246,3.403949484411135,2.4629589163997982,-4.317238587073765,1.6186445614543241,0.18674795771699917,1.5923551762988335,4.148417064891797,-2.9942271001216825,-6.005646980887641,-0.49314126749585874,-1.4329819297095718,-5.905355292231526,-0.16627737757262573,-3.575767434248639,-1.8007172078144107,-0.029492081548602722,-14.852773722428191
2,1.5351506569133466,0.5609614137204995,-4.167382744088981,-4.667661438799893,0.5863890942137507,1.424379846080207,-0.7817136962387843,-5.958245276450081,-0.9201811352220286,2.6111114091118397,-0.42260131470727247,3.9722798604662057,-1.245352267311069,-4.13996124365288,2.096523122889117,-4.797840213979971,-2.9002878979644744,7.714067520705862,-4.318482758915404,-5.648640776994647,-1.5802782336142538,-5.94379740186452,4.839308577943963,4.206732231991033,1.7046738482201966,5.808362179360324,3.5928509637154447,1.7931812607837598,-1.984730651549413,-6.751661618957775,1.5449752411651114,-3.6156004444819705,4.126969558834263,3.2144929728604463,-8.27905994535876,1.3162975078109231,-2.451579834701118,-8.286162233860807,5.895134861225555,-0.43720147066788856,0.7129278706403022,-0.18782290889800446,4.748760472234094,-4.615620366483709,2.125833829464343,3.0749996356034446,-4.43496276214307,8.73822713983405,-0.043151755252216824,-1.7371415268268986,-0.1564461887610011,-2.4597725359235274,-6.421955624406912,2.6821878746215053,-4.400959325990385,1.2702976833156439,1.5106569383540567,-2.7015550830112294,-6.31271922236877,2.440724105796402,-16.601128923713695
3,6.551067807032314,-0.47508074845896564,-5.485122730259726,1.8029188483106429,-1.8827074083473652,5.901002362340966,3.658318056592601,-0.6206854152873691,-2.0630172419012514,0.1679211442828864,0.6650110356865018,5.124373597312323,2.9516390524065264,4.632015274566546,4.280090920795785,13.33275322169549,2.501021721957567,-1.4090956623572093,-0.7285019135254875,11.414095970645878,-2.403124708210891,-5.050732198411008,4.315509517304148,6.831792767300427,0.17309116640782324,5.435743869187633,2.397058084670602,0.2349616664599505,0.8175572462346431,2.1287052496119028,3.8682574942588013,-5.227064810588166,1.604870660254327,-5.808475926728568,-0.795328413430968,-3.7261454644062235,4.487820355055226,1.0827354597713272,3.1263182435909083,2.8183894301298116,-2.7168586493677083,0.05532762887761433,5.372213003316792,0.950409220520543,1.292788181412707,-3.9354506021038946,-3.5996720988912747,-5.094264702481192,0.4051502083633124,-3.8202322614117143,-1.579903483529061,1.6801500585338853,-0.4585112692117115,-2.564660634940142,6.035362413654985,-3.0220741330632945,6.345306841302443,0.6571741814178991,0.5068497758405688,1.8831252869726562,15.36237089475704
4,8.842740633438062,2.837112381175285,-4.831268220524701,-8.621077703020992,-6.973789965601677,7.947393727912867,-7.901769690389028,6.85370013423768,0.25295423153684105,-6.1453682412676,-0.33958953301701567,4.616640184453222,-3.2402753282222734,6.466200532875691,2.098652066778424,-3.5002646787340628,-1.711532225408168,3.870886887563028,-2.115827427619532,2.3153387099915705,-3.9792838768555505,-2.6366817435647287,0.9730626123322428,2.5051769966370125,-5.75242478100861,-4.018203478672143,-8.44263465228904,-4.753573407924876,-4.192221721209839,1.8383796986100627,2.9751154905553694,-1.6626067076355293,0.9267659265760209,-2.0338036047000942,-3.216392676765031,-2.0666222035318222,1.9111186954302428,-9.038490022506155,1.970908502675877,12.668620074771901,9.874044068522014,-5.327305926936761,9.82937817920623,-0.2523869799220463,2.4225635287830745,5.649776281089533,-0.05178430742921686,2.8606965175518297,2.8309216797073335,-3.4207646100678413,2.459643616393677,-1.2760374676971915,7.18739568000902,11.88595359069489,-7.8844753622257855,0.27586337555825413,3.797159388652933,5.653749074587339,-2.8484576786647304,-1.192082401554026,6.076449674504069
5,-1.0345368103352126,0.2378889860106408,0.957487186269587,-1.8349427869483976,1.3483199232659469,-0.9682566525091667,4.093438601432043,-2.1763149592081055,3.832462828904794,-1.776349763319195,-0.15431397600607477,-0.9188588459269024,-0.656260979410455,3.406005373546666,-2.7736246790408297,-1.5502279334643474,0.8181876279976615,-1.5364119050123795,-0.43406072386243755,-2.267951263546412,0.9347942305090441,3.209224287774454,-3.3867428889077504,0.15882211661559958,-2.5577090530913167,-5.449441657748794,-0.8456192645941958,-1.5160585299590048,2.2595628621419075,2.473119018908736,0.35288625496860243,2.7701595871623734,-1.9337118930389476,-1.513438964872368,-1.2768915701348404,-2.7632808022050037,-2.898622303676727,-1.7184961978729159,-1.3609599196168478,-1.0240079017872676,0.3010194287965976,-0.2977987865101446,-4.18456762727263,0.09809478581169195,1.464996248882539,1.9682670621299516,0.9888066367969268,2.250493415777238,1.065403642528383,2.3069832813919073,-0.502220239152448,-4.069535240314217,-2.748486231604222,-2.712437087676171,3.4544627375210797,-2.1437783032216067,-0.9985021162860289,-0.1489450770201996,1.965070957146048,-2.222611742875099,-3.775583955599643
6,7.629687092579805,-0.8006752823888712,-1.0763312003666041,7.13761955087409,-1.4349228127361062,6.84151733236936,11.939037186508372,-1.6582044230931676,3.9325540314855143,4.483204627376613,1.5698645303419483,1.0863128286636343,-2.5097855714111055,5.071139104182803,-4.290790132289685,12.692350933951651,5.8832026619867,-6.7066483741426355,1.377318369386722,13.068851822845245,0.04135312842479258,-1.471052918691019,-3.369599638227321,2.234979326165894,-1.807691181948363,-4.1386021349846,-2.154495046932774,3.644574181441644,3.9695488832287764,-4.26140035643557,-2.302774879016244,-4.154335956883837,-2.1833598346265775,-7.232792801312139,1.4266776421259169,-9.589323297900629,1.0881923024792497,2.240621069891658,-0.1510340047945571,-0.8235436891582817,5.723778954099143,-1.4498324599495462,-2.676941197144504,2.3775090712263167,-0.13591083328436296,-6.186444465047411,2.147202041871404,-6.492253693337887,2.603419447061299,4.646790403123496,-1.9381537904078188,0.9831716071723037,8.472665725726921,-2.0776014591563086,12.294749650326839,0.6460717488758042,5.473458864688263,5.930780406000564,6.45151256547733,2.436802508104438,15.676631208107407
7,0.6486586579985276,3.1537547513535737,6.634694394073206,0.941072397621978,-3.2513773737673195,0.5579794716109651,10.03820354212551,-0.9865997435741363,2.749843300366108,-7.423103890416884,-10.385633769753472,-6.363621991147346,5.293075575116511,-0.7700526619775373,-7.206433611935208,-2.1950922998522415,1.4165104425668433,7.027507880988664,4.241629478021072,-8.03482147996887,4.92981788007533,8.622092365415474,-6.383291596073568,-2.2906327792854944,3.624361888078564,-9.286892341392958,6.415914474061331,-7.498608629456925,-0.4112701669453635,8.530742838040334,2.6057134129524453,5.154121072420058,2.833887084146411,-0.41416274330506436,1.057612646110952,-1.5220355181660907,-3.6403934633610664,-1.669101005166908,-11.698443345225645,-1.008672284562496,-1.2838534088757916,-3.370835072446278,-6.619340123170201,3.0323037399233357,-1.037698796396436,1.755894896081858,7.121562273283401,3.0652880074540936,-3.8697146188917464,-0.21066279033312918,-5.243579045016094,-1.3896754307861736,-0.29433607697774483,-6.346855567204182,9.616450082490225,3.2632412083735693,-7.254940393334237,0.758571007812726,2.8761869289870794,-7.256953025801301,23.653686061304533
8,-1.4428319016971813,-3.396035080018998,4.122218599511716,6.827940563096793,3.340946684577245,-1.295123226803047,2.2644237897168393,-0.25553564725804867,-2.437685084791325,1.8677823271327667,-4.68139009077764,-3.8905142575415588,3.1425777694684176,-2.564582824344907,-1.970113169992108,4.42517386903877,4.317528496359769,-4.0623637709371625,2.682452010529565,1.9217473905097064,0.5049159565852592,2.275578954164856,-2.009908361422038,-8.225472665736397,8.853660581582837,4.747933574349291,1.7540057488124394,0.3714692753793438,-1.424988773599496,-2.972195082835413,-3.247415347422061,-0.9505924818855039,0.6204753292049381,4.303164205774025,6.720120886387684,-1.3514046541744549,1.0228091977249378,10.821129977809147,-8.96472403895987,-0.09674264880612299,-2.2095089700587516,-2.7557878140793943,-13.329678544603025,-0.5579553384096336,-5.186486281869362,-8.555902932544223,5.400164845502429,-5.554470398109617,-2.3119890511035734,2.6745362834204633,-7.434233215255171,4.483436834071933,5.079982413250944,-2.847691535470643,5.7851656462216265,6.332761793371643,0.6733323188091097,0.9411119915919814,5.821660163136879,3.4419044418113716,8.328998969955244
9,2.673323132649599,0.6965604305046532,-1.6946892984591806,-0.7605126445581557,8.008820422373049,2.3255656798436855,-7.295860920350397,-2.7783363759757966,4.211301883288645,8.634606293704877,9.744064814746675,1.6841798677825166,-5.1526833224960935,4.380580988143619,-0.8457204514198337,-3.1546182213837666,2.683104134822079,-1.1639519375043732,2.0376778334369736,10.072503926181383,-1.0416523666351456,-0.5746279538897363,-3.820341052364786,-4.094126998647675,-3.3473730143286815,5.45366539896856,-9.151791772320074,8.394678567247382,-0.039133690306557445,-10.045616060613533,-3.3852986094404307,-0.5835864531184909,-5.130457068092095,-1.7980925978988944,2.1591473464400703,-7.848718684862731,5.006935920282955,5.5282315767104295,7.2410234789415195,4.354678841092833,1.7931015984995335,0.07739804791351734,-1.690705196126883,-0.25340513816908916,1.6868295593211882,1.9272529125006241,-1.3643572183385422,-11.401207037049625,4.605664546441452,6.813277998721274,1.0178920140481025,2.6669759790539183,4.154295181471291,1.5391856715673475,-2.933378517671164,-2.594775990355573,1.8955295127410305,8.821044409489861,5.973500166582658,7.262674225112685,-35.50795264302637
10,3.575447044379468,3.3275170011003024,4.36398165556744,0.021231379123180183,-3.861523128853019,3.3814728809489196,-1.900199350071151,2.2891184742112127,3.4926445785827527,-1.3857696242151278,0.7380394210880343,-4.069334271084578,-0.6265528082226515,-0.31774572373149446,-3.006623102214205,-4.543847152300922,3.155594041545703,-1.6659919626348119,3.7904109405782704,4.243872827661296,-1.2206904523314075,3.527443206366237,-2.4356446481140317,-3.320157218381353,3.599122387343327,0.37573456003750944,-1.4697746821468134,-0.837299846613915,-5.68327303938616,4.786753317182196,-0.4039765236714677,3.9352555227114308,1.2476650508102847,-1.7461252109433651,0.6064246873809487,-1.0851314319700365,-0.7450760936257638,-1.0469708204852477,-1.5807714933411867,1.1102043391693575,0.706750389873734,-5.669726242457927,-1.037179792530512,0.7790452683016748,0.15216209778080883,-0.8834859383358458,-0.6308778888219815,0.8695253165645702,8.900056634657359,-2.156872544014891,-3.4542650890206317,4.373234144191364,4.574268899665705,0.6357202592144706,-0.19703371135781644,-0.11964804265574702,-0.2771191873017281,4.274637366297693,-0.6223488482623436,-2.6916975349918966,6.508966096136146
